What WP
my PRP$
dogs NNS
at IN
? .
? .

I PRP
does VBZ
this DT
shit NN

Second JJ
time NN
, ,
not RB
knowing VBG
we PRP
were VBD
there RB
, ,
and CC
had VBD
escaped VBN
. .

strawberry NN
milkshake NN
& CC
lt NN
; :
3 CD

I PRP
need VBP
answers NNS
! .
! .
! .

And CC
then RB
your PRP$
skin NN
decided VBD
it PRP
hates VBZ
you PRP
and CC
you PRP
break VBP
out RP
. .

Wait VB
was VBD
Harry NNP
kissing VBG
another DT
girl NN
? .
? .
? .
? .

I PRP
think VBP
Barbie NNP
is VBZ
more RBR
real JJ
than IN
you PRP
. .

At IN
five CD
guys NNS
! .

this DT
bit NN
on IN
here RB
got VBD
some DT
nappy JJ
ass NN
hair NN
. .

People NNS
need VBP
to TO
get VB
more RBR
interesting JJ
on IN
twitter NN
. .

First JJ
day NN
of IN
school NN
later RB
on RB
. .
Waking VBG
up RP
at IN
945 CD
: :
( -LRB-

stay VB
humble JJ
. .

We PRP
come VBP
to TO
love VB
not RB
by IN
finding VBG
a DT
perfect JJ
person NN
, ,
but CC
by IN
learning VBG
to TO
see VB
an DT
imperfect JJ
person NN
perfectly RB
. .

Relaxing VBG
after IN
yesterday NN
. .

Lmaoo NNP
Stfu NNP
, ,
using VBG
my PRP$
Shit NNP
. .

How WRB
did VBD
I PRP
not RB
know VB
Ray NNP
Lewis NNP
was VBD
playing VBG
today NN
? .
I PRP
mean VBP
, ,
I PRP
know VBP
everything NN
. .
Just RB
like IN
the DT
rest NN
of IN
twitter NN
. .

I PRP
love VBP
those DT
who WP
yearn VBP
for IN
the DT
impossible JJ
. .

I PRP
want VBP
a DT
fire NN
pit NN
. .

Someone NN
bring VB
me PRP
some DT
food NN

I PRP
tried VBD
to TO
cover VB
my PRP$
shyness NN
. .

against IN
the DT
grain NN

Wenger NNP
needs VBZ
to TO
do VB
more JJR
of IN
it PRP
! .

Going VBG
to TO
get VB
some DT
coffee NN

Where WRB
is VBZ
the DT
infamous JJ
Hollowbarista NNP
these DT
days NNS
? .
Any DT
sightings NNS
? .

Ninety CD
eight CD
per IN
cent NN
of IN
the DT
weight NN
of IN
water NN
is VBZ
made VBN
up RP
from IN
oxygen NN
. .

I PRP
really RB
want VBP
to TO
see VB
pitch NN
perfect JJ

Urgh NNP
. .
Finally RB
done VBN
packing NN
and CC
ironing NN
. .
Time NN
for IN
bed NN
! .

My PRP$
first JJ
one NN
was VBD
just RB
submitting VBG
! .
Go VB
ahead RB
! .
! .
! .

I PRP
need VBP
to TO
spend VB
more JJR
time NN
on IN
twiiter NN

If IN
you PRP
had VBD
my PRP$
love NN
and CC

Actually RB
had VBD
a DT
really RB
good JJ
night NN
: :
) -RRB-

You PRP
make VBP
me PRP
stay VB
strong JJ

Soap NNP
. .
. .
. .
. .
Box NNP

LUIS NNP
AMAZING NNP
SUAREZ NNP
! .

I PRP
go VBP
shopping NN
and CC
I PRP
literally RB
can MD
not RB
find VB
anything NN
I PRP
like VBP
anymore RB

I PRP
got VBD
: :
Sweeney NNP
Todd NNP

13 CD
going VBG
on IN
30 CD
: :
' ''
) -RRB-

I PRP
want VBP
James NNP
franco NN

My PRP$
knee NN
feels VBZ
like IN
a DT
brick NN
! .

I PRP
want VBP
you PRP
. .
I PRP
want VBP
us PRP
. .

The DT
good JJ
thing NN
about IN
having VBG
an DT
old JJ
brick NN
phone NN
is VBZ
that IN
the DT
battery NN
lasts VBZ
for IN
ages NNS

I PRP
want VBP
a DT
dog NN
. .
: :
( -LRB-

Comin NN
at IN
me PRP
with IN
the DT
, ,
" ``
I PRP
miss VBP
you PRP
, ,
I PRP
know VBP
I PRP
messed VBD
up RP
" ''
bullshit NN
. .

so RB
I'd JJ
love NN
to TO
