Watching VBG
my PRP$
king NN
Nick NNP
Jonas NNP
do VBP
a DT
better JJR
job NN
playing VBG
Gavroche NNP
at IN
like IN
7 CD
years NNS
old JJ
than IN
Marius NNP
as IN
an DT
18 CD
year NN
old JJ
lol NN
. .

Thanks NNS
for IN
his PRP$
hospitality NN
, ,
assuring VBG
him PRP
that IN
sudden JJ
and CC
important JJ
. .

Youre VB
my PRP$
sweetheart NN

Why WRB
would MD
you PRP
cry VB
yourself PRP
to TO
sleep VB
that DT
makes VBZ
it PRP
worst JJS

your PRP$
not RB
sorry JJ

Wow UH
what WP
I PRP
just RB
found VBD
out RP
really RB
makes VBZ
me PRP
sad JJ

my PRP$
body NN
feels VBZ
so RB
light JJ
at IN
the DT
moment NN
. .

Going VBG
to TO
fade VB
. .
. .

Ayo NNP
Celeste NNP
! .

Every DT
morning NN
, ,
the DT
corridor NN
so RB
dark JJ
, ,
no DT
lights NNS
. .

I PRP
need VBP
a DT
new JJ
name NN
. .

Back RB
hurting VBG
' ''

Watching VBG
Losing NNP
Isaiah NNP
! .
! .

I PRP
hate VBP
a DT
rowdy JJ
bitchhh NN
, ,
just RB
chillllll NN
. .

And CC
the DT
day NN
begins VBZ

On IN
what WP
Big NNP
Frost NNP
? .
? .
? .
! .
! .

I PRP
can MD
watch VB
House NNP
all DT
night NN

All DT
nighter NN
? .
? .
? .

Where WRB
there EX
is VBZ
a DT
lack NN
of IN
honor NN
in IN
government NN
, ,
the DT
morals NNS
of IN
the DT
whole JJ
people NNS
are VBP
poisoned VBN
. .

Real JJ
object NN
of IN
his PRP$
visit NN
. .

Constance NNP
, ,
I PRP
will MD
not RB
attempt VB
to TO
. .

Happy JJ
Sunday NNP
peeps NNS

Kissin NNP
on IN
Dis NNP
Hershey NNP

I PRP
guess VBP
, ,
only RB
on IN
Thursday NNP

That DT
diss NN
was VBD
unfair JJ
smh NN

Oh UH
. .
. .
. .
my PRP$
God NNP
. .
. .
. .

Last JJ
day NN
of IN
hols NNS
. .
: :
( -LRB-

I PRP
can MD
see VB
invisible JJ
people NNS
, ,
is VBZ
this DT
a DT
superpower NN
too RB
? .

what WP
a DT
night NN

Only RB
God NNP
Can MD
Judge VB
Me PRP
. .

Most JJS
truths NNS
are VBP
so RB
naked JJ
that IN
people NNS
feel VBP
sorry JJ
for IN
them PRP
and CC
cover VB
them PRP
up RP
, ,
at IN
least JJS
a DT
little JJ
bit NN
. .

there EX
is VBZ
no DT
fucking JJ
rain NN
. .

I PRP
want VBP
to TO
whiten VB
my PRP$
teeth NNS
again RB

It PRP
is VBZ
what WP
it PRP
is VBZ
. .

In IN
6th JJ
grade NN
my PRP$
mom NN
overdosed VBD
on IN
heroin NN
. .

Strawberry NNP
Fanta NNP
will MD
forever RB
be VB
my PRP$
guilty JJ
pleasure NN
. .
. .
. .
. .
. .
. .
. .

I PRP
get VBP
hiccups NNS
at IN
the DT
worst JJS
possible JJ
times NNS

How WRB
great JJ
is VBZ
our PRP$
God NNP

I PRP
hate VBP
it PRP
when WRB
people NNS
asks VBZ
stupid JJ
questions NNS
. .

Wanting VBG
to TO
feel VB
the DT
way NN
you PRP
flow VBP
. .
. .
. .

I PRP
think VBP
that IN
if IN
Tuesday NNP
were VBD
a DT
person NN
, ,
it PRP
would MD
be VB
my PRP$
worst JJS
enemy NN
. .

I PRP
just RB
popped VBD
a DT
super JJ
Molly NNP
! .

This DT
time NN
the DT
case NN
was VBD
then RB
lashed VBN
with IN
ropes NNS
and CC
they PRP
were VBD
knotted VBN
. .

the DT
moment NN
when WRB
you PRP
feel VBP
exactly RB
the DT
same JJ
as IN
charlie NN
from IN
the DT
perks NNS
of IN
being VBG
a DT
wallflower NN

Channel NNP
Orange NNP
and CC
Take VB
Care NNP
are VBP
two CD
perfectly RB
good JJ
albums NNS
. .

I PRP
had VBD
fun NN
at IN
the DT
gay JJ
club NN
with IN
my PRP$
bitches NNS

Just RB
scored VBD
68 CD
points NNS
with IN
Brandon NNP
Jennings NNP
against IN
Collins NNP
bitch NN
ass NN

This DT
is VBZ
awkward JJ
. .

What WP
is VBZ
to TO
