I PRP
seriously RB
need VBP
a DT
backpack NN
! .
! .

If IN
I PRP
drew VBD
a DT
queen NN
, ,
why WRB
would MD
I PRP
reshuffle VB
the DT
deck NN
? .
I PRP
might MD
end VB
up RP
with IN
something NN
less JJR
than IN
an DT
8 CD
! .

Let VB
life NN
pulse NN
through IN
you PRP
. .
So RB
many JJ
times NNS
we PRP
stand VBP
in IN
our PRP$
own JJ
way NN
. .

Nothing NN
I PRP
hate VBP
more JJR
than IN
a DT
flock NN
of IN
flying VBG
birds NNS

I PRP
got VBD
: :
Rita NNP
Ora NNP

What WP
if IN
he PRP
forgets VBZ
me PRP
. .
. .
. .
. .
. .
. .

Such JJ
as IN
: :
thoughts NNS
, ,
emotion NN
, ,
kinesthetics NNS
( -LRB-
body NN
motion NN
) -RRB-
, ,
light NN
, ,
color NN
, ,
magnetic JJ
fields NNS
, ,
tides NNS
, ,
thunderstorms NNS
, ,
strong JJ
winds NNS
, ,

I PRP
got VBD
: :
Bastin NNP
Baker NNP

sister NN
and CC
me PRP

Slow JJ
day NN
. .
. .
. .
very RB
slow JJ
! .
! .

Windward NNP
at IN
the DT
far JJ
end NN
of IN
Musselburgh NNP
Bay NNP
; :
and CC
over IN
the DT
. .

I PRP
still RB
remember VBP
the DT
first JJ
day NN
I PRP
met VBD
you PRP
. .

Nothing NN
can MD
ruin VB
this DT
day NN

I PRP
am VBP
so RB
so RB
sorry JJ
if IN
I PRP
annoyed VBD
anyone NN
with IN
my PRP$
tweets NNS
last JJ
night NN

Had VBD
like IN
3 CD
to TO
4 CD
hours NNS
of IN
sleep NN

jesuslarry NN
: :
the-stylinson-couple NN
: :

While IN
I PRP
was VBD
making VBG
this DT
I PRP
cried VBD
. .

Not RB
looking VBG
good JJ
for IN
Giroud NNP

what WP
a DT
show NN
by IN
giroud NN

remember VB
inspecter NN
gadget NN
? .

test NN
. .
exit NN
. .

Ill NNP
get VB
myself PRP
together RB
after IN
this DT
movie NN
! .
! .

So RB
tired JJ
but CC
still RB
got VBD
so RB
much JJ
work NN
to TO
do VB
: :
( -LRB-

Ramsey NNP
is VBZ
a DT
complete JJ
tool NN
. .

not RB
in IN
mood NN

Today NN
is VBZ
an DT
arctic JJ
monkeys NNS
day NN
, ,
obviously RB

Why WRB
am VBP
I PRP
watching VBG
a DT
show NN
on IN
terrorism NN
. .
. .
? .

Only RB
love NN
can MD
conquer VB
. .

Shrouded VBN
in IN
illusions NNS
. .

ring NN
of IN
fire NN

Where WRB
is VBZ
all PDT
the DT
tasty JJ
food NN
in IN
this DT
house NN

My PRP$
dog NN
is VBZ
nasty JJ
! .
She PRP
likes VBZ
smelling VBG
my PRP$
breath NN
in IN
the DT
morning NN

Judging VBG
what WP
ESPN NNP
said VBD
, ,
Ramsey NNP
should MD
be VB
sent VBN
off RP
as IN
he PRP
was VBD
the DT
last JJ
man NN
and CC
clipped VBD
himself PRP
down RP
. .

Never RB
been VBN
so RB
happy JJ
to TO
be VB
in IN
my PRP$
own JJ
bed NN
now RB
if IN
I PRP
could MD
only RB
sleep VB

Nothing NN
but CC
Bama NNP
and CC
ND NNP
fans NNS
on IN
this DT
plane NN
might MD
be VB
a DT
fight NN

Going VBG
through IN
struggles NNS
is VBZ
normal JJ
, ,
everyone NN
has VBZ
it PRP

But CC
I PRP
am VBP
going VBG
to TO
have VB
a DT
great JJ
day NN
. .

No DT
radishes NNS
! .

Some DT
people NNS
come VBP
into IN
