As IN
if IN
an DT
old JJ
couple NN
are VBP
drinking VBG
wine NN
at IN
this DT
time NN
of IN
the DT
morning NN
! .

it PRP
is VBZ
well RB
. .

Nothing NN
feels VBZ
better JJR
than IN
a DT
surprise NN
text NN
from IN
that DT
person NN
you PRP
miss VBP
. .

This DT
is VBZ
the DT
journey NN
of IN
the DT
man NN
on IN
the DT
moon NN
. .
. .

Be VB
free JJ
and CC
alive JJ

That DT
movie NN
was VBD
intense JJ
b NN

374 CD
435 CD
4736 CD

Turn VB
up RP
or CC
die VB
. .

On IN
the DT
bright JJ
side NN
had VBD
a DT
good JJ
day NN
! .

one CD
more JJR
time NN
. .
. .
. .
. .
. .

Another DT
day NN
, ,
same JJ
dream NN
. .

I PRP
want VBP
to TO
be VB
a DT
rapper NN
. .

Bands NNS
will MD
make VB
her PRP$
dance NN
? .

We PRP
need VBP
men NNS
who WP
can MD
dream VB
of IN
things NNS
that WDT
never RB
were VBD
. .

I PRP
am VBP
so RB
thankful JJ
for IN
the DT
handful NN
of IN
genuine JJ
friends NNS
I PRP
have VBP
. .

You PRP
do VBP
that IN
I PRP
do VBP
this DT

I PRP
am VBP
finally RB
at IN
peace NN
. .
I PRP
finally RB
found VBD
out RP
who WP
you PRP
really RB
are VBP
, ,
handsome JJ
man NN
! .

This DT
Hannibal NNP
Lecter NNP
is VBZ
one CD
sick JJ
fuck NN
. .

Bouta NNP
hit VBD
up RP
hard JJ
rock NN

I PRP
was VBD
Def NNP
, ,
about IN
to TO
do VB
something NN
I PRP
get VBP
onto IN
my PRP$
girlfriend NN
about IN
all PDT
the DT
time NN
. .

Late JJ
night NN
snacks NNS
will MD
be VB
the DT
death NN
of IN
me PRP
. .

time NN
to TO
get VB
some DT
sleep NN
after IN
a DT
shitty JJ
weekend NN
. .

Today NN
was VBD
not RB
my PRP$
day NN
haha NN

Met NNP
a DT
cool JJ
guy NN
from IN
Texas NNP
. .
. .

I PRP
remember VBP
when WRB
Tamara NNP
wanted VBD
to TO
fight VB
me PRP
. .
. .

Americans NNPS
learn VBP
only RB
from IN
catastrophe NN
and CC
not RB
from IN
experience NN
. .

The DT
Time NNP
Travelers NNP
Wife NNP
will MD
have VB
you PRP
in IN
tears NNS
. .

What WP
are VBP
some DT
good JJ
scary JJ
movies NNS
to TO
watch VB

I PRP
wonder VBP
why WRB
she PRP
be VB
tripping VBG
on IN
me PRP

First RB
get VB
a DT
way NN
with IN
my PRP$
lovely JJ
kneedy NN
! .

It PRP
hurts VBZ
a DT
little JJ

Principles NNS
which WDT
it PRP
avowed VBD
. .

This DT
is VBZ
the DT
last JJ
holiday NN
? .

You PRP
make VBP
it PRP
too RB
easy JJ
girlll NN
, ,
for IN
me PRP
to TO
lose VB
myself PRP
in IN
your PRP$
world NN
. .

Respect NN
: :
) -RRB-

Kierra NNP
ugly JJ
ass NN

My PRP$
god NN
bed NN
you PRP
are VBP
so RB
comfortable JJ

So RB
glad JJ
I PRP
have VBP
practice NN
tomorrow NN

That DT
boy NN
came VBD
I PRP
. .
The DT
store NN
today NN
with IN
no DT
shoes NNS
and CC
one CD
sock NN
. .
. .
. .

I PRP
feel VBP
like IN
telling VBG
her PRP
to TO
get VB
out IN
of IN
my PRP$
car NN
. .

All DT
glory NN
is VBZ
fleeting JJ
. .

Dammit VB
these DT
tears NNS
. .

What WP
you PRP
doing VBG
? .

That DT
dip NN
had VBD
everything NN
, ,
it PRP
was VBD
incredible JJ

no DT
fucking JJ
sleep NN
for IN
me PRP

Charlene NNP
by IN
Anthony NNP
Hamilton NNP

bring VB
me PRP
some DT
starbucks NNS
. .

Everyone NN
else RB
in IN
the DT
room NN
can MD
see VB
it PRP

Everyone NN
else RB
but CC
you PRP

Meek NNP
Coming VBG
out RP
with IN
a DT
dream NN
chaser NN
3 CD
. .

This DT
is VBZ
not RB
how WRB
I PRP
am VBP
. .

We PRP
came VBD
a DT
long JJ
way NN
. .

If IN
love NN
is VBZ
real JJ
, ,
then RB
love NN
can MD
heal VB
and CC
on IN
the DT
real JJ
, ,
I PRP
would MD
die VB
for IN
you PRP
. .

Eminem NNP
is VBZ
the DT
man NN

It PRP
will MD
never RB
get VB
old JJ
. .
Not RB
in IN
my PRP$
soul NN
, ,
not RB
in IN
my PRP$
spirit NN
, ,
keep VB
it PRP
alive JJ

or CC
smelling VBG
my PRP$
heart NN

you PRP
haven't VBP
changed VBN
a DT
bit NN

I PRP
miss VBP
him PRP
. .

A DT
zip NN
and CC
a DT
double JJ
cup NN
. .
. .
. .

I PRP
hate VBP
Monty NNP
python NN

Another DT
night NN
trying VBG
to TO
connect VB
the DT
universe NN
and CC
our PRP$
bodies NNS
. .

I PRP
think VBP
too RB
much JJ
: :
l NN

Andrew NNP
Camilleri NNP
is VBZ
an DT
idiot NN

I PRP
might MD
love VB
you PRP
. .
. .
. .

I PRP
still RB
need VBP
to TO
finish VB
halo NN
games NNS
on IN
legendary JJ
. .
And CC
co-op NN

Pillows NNS
are VBP
very RB
comforting JJ
. .
. .

My PRP$
TL NNP
DEAD NNP
. .

kill VB
me PRP
now RB
. .
. .
. .
. .
! .

Siri NNP
is VBZ
so RB
cool JJ

Tomorrow NN
I PRP
shall MD
buy VB
a DT
typewriter NN
. .

All DT
I PRP
pick VBP
out RP
it PRP
the DT
candy NN
haha NN
yum NN
. .

I PRP
love VBP
that DT
boy NN
! .
! .

The DT
time NN
travelers NNS
wife NN
really RB

Is VBZ
this DT
love NN
? .

What WP
Ever RB
. .

Why WRB
are VBP
you PRP
doing VBG
that DT
. .
. .

The DT
difference NN
is VBZ
our PRP$
differences NNS

I PRP
never RB
understood VBD
why WRB
people NNS
protect VBP
their PRP$
tweets NNS
, ,
who WP
are VBP
you PRP
afraid JJ
of IN
? .
Why WRB
are VBP
you PRP
hiding VBG
? .

Is VBZ
anyone NN
going VBG
Monday NNP
in IN
Texas NNP
? .
? .
? .
? .

I PRP
thought VBD
this DT
was VBD
at IN
Anaheim NNP
? .

Why WRB
are VBP
they PRP
saying VBG
this DT
is VBZ
San NNP
Diego NNP
? .

it PRP
takes VBZ
time NN
. .
. .
. .
. .

Am VBP
I PRP
the DT
only JJ
person NN
that WDT
has VBZ
a DT
dining NN
and CC
family NN
room NN
, ,
and CC
a DT
fire NN
place NN
in IN
their PRP$
house NN
? .

Sometimes RB
, ,
I PRP
don't VBP
think VB
you PRP
realize VBP
that IN
you PRP
could MD
lose VB
me PRP

The DT
forces NNS
that WDT
tend VBP
for IN
evil NN
are VBP
great JJ
and CC
terrible JJ
, ,
but CC
the DT
forces NNS
of IN
truth NN
and CC
love NN
and CC
courage NN
and CC
honesty NN
and CC
generosity NN
and CC
sympathy NN
a DT

This DT
girl NN
really RB
thinks VBZ
she PRP
rule VB
me PRP

I PRP
think VBP
so RB
. .
. .
. .

My PRP$
love NN
for IN
tcrotch NN
is VBZ
forever RB
lasting VBG

new JJ
beginnings NNS
, ,
start VB
here RB
! .
! .

wolves NNS
are VBP
awesome JJ

Am VBP
I PRP
on IN
them PRP
Ben NNP
? .

GoodNight NNP
Twitter NNP
. .
. .
! .

Be VB
real JJ
with IN
yourself PRP

Chase NNP
is VBZ
getting VBG
all PDT
the DT
honeys NNS
now RB
. .

My PRP$
dog NN
hates VBZ
me PRP

No DT
Respect NN
. .
. .

Duck NN
Dynasty NNP
a DT
bunch NN
of IN
coons NNS
, ,
they PRP
just RB
white JJ
. .

Seems VBZ
like IN
everyone NN
had VBD
a DT
good JJ
night NN
. .
! .

who WP
even RB
came VBD
up RP
with IN
the DT
word NN
penis NN

Downloading VBG
this DT
game NN
app NN
. .

and CC
stupid JJ
. .

Who WP
the DT
fuck NN
are VBP
you PRP
? .

I PRP
will MD
wait VB

Being VBG
men NNS
of IN
peace NN
, ,
they PRP
could MD
not RB
bear VB
arms NNS
in IN
defence NN
. .

The DT
Holiday NNP
never RB
gets VBZ
old JJ

I PRP
will MD
never RB
again RB
go VB
the DT
movies NNS
without IN
a DT
date NN
lol NN
. .

Mary NNP
Jane NNP
is VBZ
my PRP$
muse NN
. .

He PRP
Had VBD
Me PRP
Rolling NNP
. .

Why WRB
did VBD
I PRP
take VB
that DT
nap NN

If IN
you PRP
see VBP
Kay NNP
, ,

15 CD
% NN
Of IN
all DT
men NNS
got VBD
a DT
complex NN
. .

I PRP
won VBD
that DT
battle NN

Even RB
when WRB
I PRP
need VBP
help NN
, ,
I PRP
rarely RB
admit VBP
it PRP
. .

My PRP$
mother NN
is VBZ
my PRP$
everything NN
. .
I PRP
love VBP
that IN
women NNS
. .

You PRP
treat VBP
me PRP
like IN
animal NN

I PRP
knew VBD
Jad NNP
was VBD
going VBG
to TO
call VB
me PRP

Only RB
thing NN
in IN
my PRP$
kitchen NN
is VBZ
Beer NNP
& CC
amp NN
; :
chips NNS

Quit VB
the DT
bullshit NN

Mission NNP
accomplished VBD
. .
enough RB
said VBD
! .
! .
! .
! .

I PRP
give VBP
up RP
on IN
you PRP

Time NN
to TO
watch VB
the DT
Ghetto NNP
Baby NNP
music NN
video NN
. .

That DT
fight NN
was VBD
funny JJ
, ,
They PRP
got VBD
it PRP
on IN
doe NN
! .

My PRP$
kids NNS
are VBP
my PRP$
life NN
and CC
I PRP
have VBP
built VBN
a DT
foundation NN
for IN
them PRP
! .
! .

Kinda NNP
want VBP
a DT
bad JJ
white JJ
girl NN

Ill NNP
smack VBP
a DT
bitch NN
if IN
I PRP
have VBP
to TO

With IN
my PRP$
family NN
on IN
vacation NN
. .
Just RB
what WP
the DT
doctor NN
ordered VBD
. .
Then RB
next JJ
week NN
San NNP
Diego NNP
! .
! .
! .

we PRP
became VBD
the DT
best JJS
of IN
friends NNS
. .
. .

I PRP
hate VBP
them PRP
people NNS
that WDT
ask VBP
for IN
drama NN
. .

The DT
Collection NNP
. .
. .
. .

The DT
best JJS
things NNS
often RB
emerge VBP
from IN
the DT
worst JJS
circumstances NNS
. .

if IN
you PRP
want VBP
him PRP

Is VBZ
it PRP
too RB
late JJ
to TO
remind VB
you PRP
of IN
what WP
we PRP
were VBD
, ,
and CC
not RB
our PRP$
last JJ
days NNS
of IN
screaming VBG
blur NN
. .

I'm NN
in IN
hell NN
of IN
pain NN

I PRP
need VBP
something NN
new JJ

That DT
was VBD
two CD
days NNS
after IN
my PRP$
birthday NN
! .
: :
3 CD

I PRP
give VBP
up RP
on IN
this DT

Where WRB
does VBZ
