You PRP
need VBP
money NN
? .
You PRP
get VBP
a DT
job NN
. .
You PRP
work VBP
hard RB
for IN
your PRP$
7 CD
dollars NNS
. .
Then RB
you PRP
have VBP
someone NN
ask VB
you PRP
for IN
money NN
. .

at IN
trader NN
joe's NNS

That DT
jump NN
! .
! .
! .
! .
Smith NNP
baby NN
! .
! .
! .
! .

Torrey NNP
Smith NNP
& CC
gt NNP
; :

Gotta NNP
hit VBD
the DT
mall NN
later RB
. .

That DT
seat NN
( -LRB-
car NN
) -RRB-
advert NN
is VBZ
so RB
annoying JJ
. .

God NNP
is VBZ
good JJ
! .
! .
! .

too RB
sick JJ
for IN
life NN

I PRP
want VBP
a DT
puppy NN
! .
! .
! .
! .
! .
! .
! .
! .

Going VBG
back RB
into IN
retirement NN
for IN
drinking NN

My PRP$
eyes NNS
are VBP
already RB
changing VBG
color NN

Too RB
bad JJ
your PRP$
boyfriends NNS
on IN
pills NNS

oh UH
I PRP
hate VBP
what WP
it PRP
tastes VBZ
like IN

That DT
food NN
was VBD
good JJ
doe NN

This DT
bitch NN
on IN
this DT
lifetime NN
movie NN
has VBZ
super JJ
powers NNS
and CC
shit NN

this DT
is VBZ
sad JJ
, ,
this DT
is VBZ
sooo RB
sad JJ

you PRP
want VBP
him PRP
to TO
be VB
your PRP$
boyfriend NN

People NNS
change VBP
QUICK NNP
! .

In IN
need NN
of IN
entertainment NN

what WP
is VBZ
the DT
comeback NN
date NN
ashkully RB
? .

I PRP
have VBP
two CD
sides NNS
: :

I PRP
Am VBP
Love NNP
. .
. .
. .

is VBZ
it PRP
. .
. .
. .
Sunday NNP
? .

Funny JJ
how WRB
I PRP
actually RB
had VBD
a DT
dream NN
about IN
this DT
. .
My PRP$
nightmare NN
came VBD
true JJ
. .

Just RB
woke VBD
up RP
! .

Its PRP$
a DT
schoool NN
night NN
. .
. .

away RB
, ,
so IN
they PRP
can MD
have VB
a DT
great JJ
view NN

of IN
your PRP$
fabulous JJ
ass NN
. .

I PRP
just RB
want VBP
to TO
cuddle VB
and CC
watch VB
movies NNS
with IN
you PRP
. .

The DT
strength NN
and CC
clarity NN
of IN
your PRP$
vision NN
will MD
lift VB
you PRP
out IN
of IN
the DT
depth NN
of IN
any DT
hardship NN
. .

His PRP$
pocket NN
. .
. .

I PRP
hope VBP
I PRP
remember VBP
hot JJ
to TO
play VB
lacrosse NN
. .

I PRP
want VBP
King NNP
Taco NNP
. .

Things NNS
my PRP$
daughter NN
has VBZ
fed VBN
the DT
puppies NNS
today NN
. .
. .
. .
fruit NN
loops NNS
, ,
cheese NN
, ,
apples NNS
, ,
chicken NN
and CC
dumplings NNS
and CC
green JJ
beans NNS
. .
They PRP
love VBP
her PRP
! .

Wow UH
, ,
everyone NN
I PRP
could MD
go VB
for IN
now RB
is VBZ
a DT
total JJ
downgrade NN
from IN
you PRP
. .

Out IN
to TO
eat VB
with IN
