That DT
was VBD
strange JJ
. .
. .
. .
. .

Miley NNP
Cyrus NNP
is VBZ
so RB
hot JJ

Last JJ
week NN
at IN
home NN

ANDY NNP
, ,
COME NNP
ON NNP
! .
! .
! .
! .

I PRP
have VBP
the DT
sex NN
appeal NN
of IN
a DT
piece NN
of IN
Styrofoam NNP
. .

This DT
is VBZ
probably RB
the DT
cutest JJS
movie NN
ever RB

Reading VBG
the DT
hobbit NN
. .
Maybe RB
slow JJ
replies NNS
. .

Ashley NNP
is VBZ
being VBG
a DT
bit NN
harsh JJ

My PRP$
mood NN
swings NNS
be VB
something NN
serious JJ
. .
. .

So RB
totally RB
all DT
heart NN
and CC
resolution NN
, ,
that IN
they PRP
had VBD
not RB
adventured VBN
even RB
. .

carrot NN
juice NN
is VBZ
cool JJ

One CD
more JJR
hour NN
let's NNS
do VBP
this DT

Watching VBG
hunger NN
games NNS
with IN
my PRP$
little JJ
sister NN

Money NN
is VBZ
the DT
ruler NN
of IN
evil NN

I PRP
deserve VBP
to TO
be VB
happy JJ
. .

What WP
we PRP
have VBP
common JJ
is VBZ
pain NN
. .
. .
. .

I PRP
WILL MD
have VB
a DT
McDonalds NNP
tomorrow NN
. .
And CC
it PRP
WILL MD
be VB
large JJ

April NNP
14 CD
on IN
my PRP$
mind NN
. .

One CD
more JJR
flight NN
! .
! .

I PRP
want VBP
some DT
soup NN

The DT
Wood NNP
funny JJ
as IN
hell NN
. .

Without IN
a DT
little JJ
madness NN
, ,

there EX
is VBZ
no DT
point NN
in IN
sanity NN
. .

This DT
seriously RB
has VBZ
to TO
stop VB

Bol NNP
what WP
I PRP
just RB
told VBD
jass NN

Line NN
of IN
shrimage NN
. .

#2013prediction HT
. .
Naija NNP
is VBZ
going VBG
to TO
win VB
nations NNS
cup NN

even RB
when WRB
we PRP
fight VBP
girl NN
you PRP
turn VBP
me PRP
on IN

The DT
naked JJ
eye NN
on IN
phonograph NN
records NNS
. .

Homework NN
and CC
watching VBG
football NN
all DT
day NN

Still RB
trying VBG
to TO
unlock VB
fresh JJ
on IN
subway NN
surfer NN

I PRP
really RB
need VBP
one CD
of IN
them PRP
to TO
reach VB
. .
. .
. .

Its PRP$
feels VBZ
amazing JJ
to TO
play VB
Legend NNP
of IN
Zelda NNP
